sentence1,label
a california license plate should have a state emblem,1
burrowing owls should be left out of the house,1
burrowing owls should be left at home,0
a long-eared owl should be left out of the house,1
a long-eared owl should be left at home,0
a burrowing owl should be left at home,0
a fresh bay leaf can be used to garnish salads,1
a fresh bay leaf can be used to garnish dishes,1
an unripe bay leaf is used to make a tea,0
an unripe bay leaf is used to infuse wine,1
dried bay leaves are used to flavor meat and poultry,1
a burrowing owl should be left out of the house,0
little owls should be left alone in the wild,1
little owls should be left alone in the house,0
screech owls should be left at home,0
screech owls should be left to hunt alone,1
a california license plate should have a letter,1
a driving license plate should have a picture,0
a driving license plate should have a name,0
a wyoming license plate should have a picture,0
a wyoming license plate should have a state flag,0
dried bay leaves are used to flavor meats,1
bay leaves are used to flavor meats,1
bay leaves are used to flavor wine and beer,0
an unripe bay leaf can be used to add flavor to a soup or stew,1
an unripe bay leaf can be used to garnish a soup,1
a bay leaf can be used to flavor a soup or stew,1
a bay leaf can be used to flavor a broth,1
dried bay leaves can be used to season soups,1
dried bay leaves can be used to thicken soups,0
a fresh bay leaf can be used to flavor a soup or stew,1
white owls should be left at home,0
white owls should be left to hunt alone,1
barn owls should be left out of the house,1
barn owls should be left at home,0
a router is not configured to forward all traffic to the same address,0
a fresh bay leaf can be used to add flavor to a soup,1
an unripe bay leaves can be used to add flavor to a soup or stew,1
an unripe bay leaves can be used to season a soup or stew,1
a dried bay leaf can be used to flavor soup or stews,1
a dried bay leaf can be used to thicken soups,0
a router should not be configured to act as a gateway,0
a wireless access point is not configured to forward any traffic,0
a wireless access point should not be configured to only forward traffic,0
a cisco router is not configured to forward traffic,0
a cisco router should not be configured to act as a gateway,0
fresh bay leaves can be used to flavor soup or stews,1
fresh bay leaves can be used to add flavor to a soup,1
bay leaves can be used to enhance the flavor of a soup,1
bay leaves can be used to flavor soup,1
an unripe bay leaf is used to garnish a bowl of soup,0
a wireless router is not configured to forward traffic,0
a wireless router should not be configured to act as a gateway,0
a wireless router should not be configured to forward packets,0
cisco routers are not configured to do this by default,0
a netgear router is not configured to accept incoming connections,0
an unripe bay leaf is used to garnish a soup,1
dried bay leaves are used to add flavor to soups,1
dried bay leaves are used to flavor chicken stock,1
a stimulant does not have the same effects as a depressant,1
stimulants do not have a direct effect on the heart,0
methamphetamines do not have the same effect on the heart,0
oxycodone does not have the same effect on the heart,0
ritalin does not have the same effect,0
coca-cola does not have any psychoactive properties,1
an amphetamine (containing 500mg of amphetamine) does not have the same effects as cocaine,0
a netgear router is not configured to do this by default,0
a cloud-based router is not configured to accept incoming connections,0
cisco routers should not be configured to forward any traffic,0
a wireless access point can be configured to act as a gateway,1
a wireless access point can be configured to forward network traffic,1
a cup of coffee does not have the same effect on the brain,0
methamphetamines does not have any psychoactive properties,0
oxycodone (containing 80mg of oxycodone) does not have the same effects as morphine,1
methamphetamine does not have the same effect on the heart,0
a cup of tea does not have the same effect on the brain,0
a cisco router can be configured to send traffic to specific ports,1
a cisco router can be configured to forward all traffic to the default gateway,1
a wireless access point is configured to provide wireless connectivity,1
a wireless router can be configured to use a specific wireless network,1
a cisco router is configured to listen for traffic on a specific port,0
a new york license plate should have the name of the city,0
a new york license plate should have an image,1
a michigan license plate should have the name of the state,1
a michigan license plate should have an image,1
driving license plates should have a letter,1
methamphetamines have an effect on the heart and blood vessels,1
"oxycodone has analgesic, sedative and anticonvulsant properties",1
coca-cola has an effect on the heart and blood vessels,1
ritalin has an effect on the heart,1
an amphetamine (containing 500mg of amphetamine) has a stimulating effect on the heart,1
driving license plates should have a design,1
wyoming license plates should have a state emblem,1
wyoming license plates should have a state seal,1
a massachusetts license plate should have a design,1
a massachusetts license plate should have a letter,1
a wireless network access point can be configured to act as a gateway,1
a wireless router is configured to use a specific wireless channel,1
wireless access points can be configured to forward network traffic,1
cisco routers can be configured to route traffic to specific ports,1
a cloud-based router can be configured to act as a firewall,1
oxycodone (containing 80mg of oxycodone) has been used as a painkiller,1
methamphetamines has been used as a recreational drug of abuse,1
methamphetamine has an effect on the heart and blood vessels,1
a cup of coffee has an effect on the heart,1
alcohol has an effect on the heart and blood vessels,1
a license plate should have a design,0
a license plate should have a name,0
a california license plate should have a plate number,1
a california license plate should have a 1,0
a plate that ends with an 'x' should have only one number,0
a router can be configured to send traffic to specific ports,1
a router is configured to listen for incoming connections on a specific port,1
a wireless access point can be configured to use a static ip address of 192,0
a wireless access point can be configured to forward all traffic destined to the 192,0
a wireless router can be configured to forward all traffic to the IP address 192,0
a stimulant has little effect on the heart,0
stimulants have a short duration of action,1
methamphetamines have been shown to increase heart rate and blood pressure,1
methamphetamines have sedative and hypnotic effects,1
oxycodone has been shown to increase heart rate and blood pressure,1
a plate that ends with an 'x' should have the number 1,0
a plate that contains the letter 'x' should have only one number,0
a plate that contains the letter 'x' should have no number,0
a plate that ends with 3 should have a license number,1
a plate that ends with 3 should have a plate number,1
a cisco router can be configured to send traffic to 192,0
a wireless access point is configured to forward all traffic to the IP address 192,0
a wireless router is configured to forward all internet traffic to the 192,0
a netgear router can be configured to forward traffic destined for 192,0
a netgear router can be configured to forward all traffic to 192,0
an arkansas license plate should have the number 1,0
an arkansas license plate should have an A,0
a wyoming license plate should have a plate number,1
a wyoming license plate should have a 1,0
a driving license plate should have a number that identifies the vehicle,1
a 24-port router can be configured to direct traffic to 192,0
a cisco router is configured to forward all traffic destined to 192,0
a cisco router is configured to forward traffic destined for 192,0
a d-link router can be configured to route traffic to 192,0
a netgear router is configured to forward all traffic destined to 192,0
coca-cola has a stimulating effect on the brain,1
a cup of coffee has a stimulating effect on the brain,1
methamphetamines has been shown to increase heart rate and blood pressure,1
an amphetamine (containing 500mg of amphetamine) has effects similar to those of cocaine,1
oxycodone (containing 80mg of oxycodone) has effects similar to morphine,1
a driving license plate should have one number,0
"a license plate number ""4444"" should have four digits",1
"a license plate number ""4444"" should have no special meaning",0
a washington license plate should have a plate number,1
a washington license plate should have a 1,0
ritalin has effects similar to amphetamines,1
methamphetamine has been shown to increase heart rate and blood pressure,1
adderall has effects similar to those of amphetamines,1
an amphetamine (containing 500mg of amphetamine) has a stimulating effect on the brain,1
ritalin has effects on attention and memory,1
a new york license plate should have a plate number,1
a new york license plate should have a 1,0
a california license plate should have the letter C,0
a plate that ends with an 'x' should have the number x,0
a plate that ends with an 'x' should have no number,0
a netgear router is configured to forward traffic destined for 192,0
a wireless access point can be configured to only forward traffic from the 192,0
a netgear router can be configured to only forward traffic from 192,0
a d-link router can be configured to direct traffic to 192,0
"a sis is not an older sister, but a younger sibling",0
adderall has been reported to increase heart rate and blood pressure,1
"a riverbanks are not composed of sand, gravel or clay",0
"a riverbanks are not composed of sand, gravel, clay",0
"a riverbank of a river is not composed of sand, gravel or clay",0
"a riverbank of a river is not composed of sand, gravel, clay",0
a sis is an older sister who is a teacher,0
a sis is an older sister who has a younger brother,0
a plate that contains the letter 'x' should have the number x,0
a plate that ends with 3 should have no number,0
a plate that ends with 3 should have no numbers,0
an arkansas license plate should have the number ARK,0
an arkansas license plate should have the letters A,0
"a riverbank of a lake is not composed of sand, gravel or clay",0
a riverbank of a lake is not composed of sand or gravel,0
a riverbank of a river can not be composed of only sand and gravel,0
a riverbank of a river can not be composed of only one type of material,0
a riverbank of a lake can not be composed of the same materials,0
a riverbank of a lake can not be composed of the same material,0
"a riverbank of a creek is not composed of sand, gravel or clay",0
a riverbank of a creek is not composed of sand or gravel,0
"estuaries are not composed of sand, gravel or clay",0
estuaries are not composed of sand or gravel,0
a wyoming license plate should have the number WY,0
a wyoming license plate should have the number 12,0
"a driving license plate should have a number, not a name",1
a washington license plate should have a number beginning with W,0
a new york license plate should have the letters NY on the plate,0
a riverbank of a creek can not be composed of these materials,0
a riverbank of a creek can not be composed of the same materials,0
"a riverbank of a canal is not composed of sand, gravel or clay",0
a riverbank of a canal is not composed of sand or gravel,0
a riverbank of a canal can not be composed of these materials,0
a riverbank of a canal can not be composed of the same materials,0
"a riverbank of a bay is not composed of sand, gravel or clay",0
a riverbank of a bay is not composed of sand or gravel,0
a riverbank of a river can be composed of a combination of these elements,0
a riverbank of a river can be composed of a mixture of these materials,0
stomachs are not an important part of the human body,0
stomachs are not an important part of the digestive system,0
a full stomach is not an important part of a healthy body,0
a full stomach is not an important part of a healthy diet,0
a small stomach is not an important part of a human being,1
a riverbank of a lake can be composed of mud and water,1
a riverbank of a lake can be composed of a mixture of these materials,0
a riverbank of a river is composed of silt and mud,1
a riverbank of a river is composed of sedimentary rock,1
a riverbank of a lake is composed of mud and water,1
a riverbank of a lake is composed of pebbles,1
a riverbank of a creek can be composed of pebbles,1
a riverbank of a creek can be composed of a mixture of these materials,0
estuaries are composed of silt and mud,0
estuaries are composed of saltwater,0
a small stomach is not an important part of a healthy body,1
full stomachs are not an important part of a healthy body,1
full stomachs are not an important part of a healthy lifestyle,1
an empty stomach is not an important part of a healthy diet,1
an empty stomach is not an important part of a healthy lifestyle,1
a riverbank of a creek is composed of pebbles,0
a riverbank of a creek is composed of silt and mud,0
estuaries can be composed of silt and mud,1
estuaries can be composed of a mixture of these materials,0
a riverbank of a canal can be composed of a mixture of these materials,0
human stomachs are not an important part of human biology,0
human stomachs are not an important part of human physiology,0
empty stomachs are not an important part of a healthy diet,1
empty stomachs are not an important part of human physiology,1
a hungry stomach is not an important part of a human being,0
a riverbank of a canal can be composed of silt,1
a riverbank of a bay can be composed of a combination of these elements,0
a riverbank of a bay can be composed of a mixture of these materials,0
riverbanks can be composed of a combination of these elements,0
riverbanks can be composed of silt,1
a hungry stomach is not an important part of a body,0
small stomachs are not an important part of the human digestive system,0
small stomachs are not an important part of the human diet,0
a muscular stomach is not an important part of a man's body,0
a muscular stomach is not an important part of a man,0
"a riverbank of a river can be composed of gravel, sand and clay",1
"a riverbank of a river can be composed of clay, sand and gravel",1
"a riverbank of a lake can be composed of gravel, sand, and clay",1
a riverbank of a lake can be composed of a mixture of sand and gravel,1
"a riverbank of a river is composed of sand, gravel and clay",1
a toned stomach is not an important part of a man's body,0
a toned stomach is not an important part of a man's physique,0
a full stomach is an important part of a healthy diet,0
a full stomach is an important part of a healthy digestive system,0
human stomachs are an important part of digestive processes,1
"a riverbank of a river is composed of sand, clay and gravel",1
"a riverbank of a lake is composed of sand, gravel, and clay",1
"a riverbank of a lake is composed of sand, gravel and clay",1
"a riverbank of a creek can be composed of gravel, sand and clay",1
"a riverbank of a creek can be composed of gravel, sand, and clay",1
human stomachs are an important part of a person's digestive system,1
full stomachs are an important part of a healthy diet,0
full stomachs are an important part of a healthy lifestyle,0
empty stomachs are an important part of a healthy lifestyle,0
empty stomachs are an important part of a healthy diet,0
"a riverbank of a creek is composed of sand, gravel, and clay",1
"a riverbank of a creek is composed of sand, gravel and clay",1
"a riverbank of a canal can be composed of gravel, sand and clay",1
"a riverbank of a canal can be composed of gravel, sand, and clay",1
"a riverbank of a bay can be composed of gravel, sand, and clay",1
a small stomach is an important part of a healthy diet,1
a small stomach is an important part of a healthy digestive system,1
an empty stomach is an important part of a healthy lifestyle,0
an empty stomach is an important part of a healthy diet,0
a full stomach can be an important part of a healthy diet,0
a riverbank of a bay can be composed of a mixture of sand and gravel,1
"an estuary can be composed of sand, gravel, clay",1
"an estuary can be composed of sand, gravel and clay",1
"a riverbank of a canal is composed of sand, gravel, and clay",1
"a riverbank of a canal is composed of sand, gravel and clay",1
a full stomach can be an important part of weight loss,1
a happy stomach is an important part of a healthy diet,1
a happy stomach is an important part of a person's overall health,1
small stomachs are an important part of the digestive process,0
small stomachs are an important part of the digestive tract,0
a small stomach can be an important part of a healthy diet,0
a small stomach can be an important part of a person's digestive system,1
stomachs are an important part of the digestive process,1
stomachs are an important part of the digestive system,1
a full stomach is an important part of a person's digestive system,0
a full stomach is an important part of the human body,0
a small stomach is an important part of the human digestive system,0
a small stomach is an important part of a person's digestive system,0
an empty stomach is an important part of a person's digestive system,1
an empty stomach is an important part of a person's digestion,1
empty stomachs are an important part of human digestion,0
empty stomachs are an important part of digestion and absorption,0
human stomachs are an important part of digestion and absorption,1
human stomachs are an important part of digestion and absorption of nutrients,1
full stomachs are an important part of a person's digestive system,0
hotel rooms are not equipped with air conditioning,0
hotel rooms are not equipped with a refrigerator,0
full stomachs are an important part of human digestion,1
an empty stomach can be an important part of a person's immune system,1
an empty stomach can be an important part of a healthy diet,1
a small stomach can be an important part of digestive system,0
small stomachs are an important part of the human digestive system,0
a jacuzzi is not equipped with this feature,0
a jacuzzi is not equipped with such a feature,0
bathtubs are not equipped with this feature,0
bathtubs are not equipped with microwave ovens,1
a deluxe room is not equipped with a kitchen,0
a muscular stomach is an important part of the human body,1
a muscular stomach is an important part of the digestive system,1
a full stomach is an important part of digestion and absorption,1
a small stomach is an important part of digestive system,1
empty stomachs are an important part of the digestive system,1
empty stomachs are an important part of the digestive process,1
human stomachs are an important part of the human digestive system,1
human stomachs are an important part of the digestive system,1
full stomachs are an important part of the human digestive system,1
full stomachs are an important part of the digestive system,1
a muscular stomach is an important part of the chest,0
a hippopotamus is not in a swimming pool,1
a hippopotamus is not in a pool,1
a hippo is not in a swimming pool,1
a hippo is not in the ocean,1
a deluxe room is not equipped with a refrigerator,0
hot tubs are not equipped with such facilities,0
hot tubs are not equipped with this feature,0
deluxe rooms are not equipped with microwave ovens,0
deluxe rooms are not equipped with microwaves,0
jacuzzis are not equipped with microwave ovens,1
jacuzzis are not equipped with this feature,0
whirlpool tubs are not equipped with shower heads,1
whirlpool tubs are not equipped with air conditioning,1
a conference room is not equipped with such a device,0
a conference room is not equipped with such facilities,0
restaurants are not equipped with this feature,0
restaurants are not equipped with a microwave oven,0
poolside rooms are not equipped with a kitchen,1
poolside rooms are not equipped with microwave ovens,1
a deluxe room is equipped with an air conditioner,0
a deluxe room is equipped with an air conditioning unit,0
deluxe rooms are equipped with a refrigerator,0
deluxe rooms are equipped with a coffee maker,0
bathtubs are equipped with a shower head,1
a hippopotamus with two heads is not in a swimming pool,0
a hippopotamus with two heads is not in the sea,0
a large hippopotamus is not in the sea,0
a large hippopotamus is not in the water at the same time,0
a hippopotamus with a trunk is not in a swimming pool,0
bathtubs are equipped with a sink,0
whirlpool tubs are equipped with hot and cold running water,0
whirlpool tubs are equipped with running water,1
a jacuzzi is equipped with water jets,1
a jacuzzi is equipped with air conditioning,0
a hippopotamus with a trunk is not in the ocean,0
a hippo should not be in a pool,1
a hippo should not be in the water at all,0
a hippo-like animal is not in the sea,1
a hippo-like animal is not in the ocean,1
a deluxe room can be equipped with an air conditioner,1
a deluxe room can be equipped with an air conditioning unit,1
jacuzzis are equipped with water jets,1
jacuzzis are equipped with air conditioning,0
a conference room is equipped with a computer,1
a hippopotamus with two heads should not be in a pool,1
a hippopotamus with two heads should not be in a swimming pool,1
a hippopotamus with a trunk should not be in a river,0
a hippopotamus with a trunk should not be in a lake,0
a hippo-like animal should not be in the water at all,0
a conference room is equipped with a refrigerator,0
deluxe rooms can be equipped with a TV,0
deluxe rooms can be equipped with a television,0
a kitchenette is equipped with a refrigerator,1
a kitchenette is equipped with a dishwasher,0
hotel rooms are equipped with a refrigerator,1
hotel rooms are equipped with a coffee machine,1
a jacuzzi is equipped with microwave ovens,0
a jacuzzi is equipped with the microwave,0
a conference room can be equipped with microwave ovens,1
a conference room can be equipped with a microwave oven,0
a jacuzzi can be equipped with microwave oven,0
a jacuzzi can be equipped with the microwave oven,0
a deluxe room can be equipped with a microwave oven and a refrigerator,1
a deluxe room can be equipped with a microwave oven,1
a hippo-like animal should not be in a swimming pool,1
a large hippopotamus should not be in a pool,1
a large hippopotamus should not be in the water at all,0
a hippopotamus with two heads is in the lake,0
a hippopotamus with two heads is in the pool,0
a hippo is in the ocean,0
a hippo is in the sea,0
a hippopotamus with a trunk is in a tree,0
a hippopotamus with a trunk is in a pond,0
a large hippopotamus is in the lake,0
a room with a view can be equipped with microwave ovens,1
a room with a view can be equipped with microwave oven,1
a one person room can be equipped with a microwave oven and a refrigerator,1
a one person room can be equipped with one microwave,1
a room with a view should be equipped with microwave ovens,1
a large hippopotamus is in the pool,0
a hippopotamus with two heads can be in a pool,0
a hippopotamus with two heads can be in two places at once,0
a hippo-like animal is in the ocean,0
a hippo-like animal is in the sea,0
a room with a view should be equipped with at least one microwave,0
a deluxe room is equipped with a microwave oven,0
a deluxe room is equipped with a microwave and a refrigerator,0
a poolside room can be equipped with a microwave oven and a refrigerator,1
a poolside room can be equipped with a microwave oven,1
a one person room is equipped with a microwave oven,0
a one person room is equipped with one microwave,0
a jacuzzi is equipped with a microwave oven,0
a poolside room can be equipped with microwave ovens,0
a poolside room can be equipped with the microwave oven,0
a hippo can be in a pool,1
a hippo can be in two places at once,0
a hippopotamus with a trunk can be in a tree,0
a hippopotamus with a trunk can be in two places at once,0
a hippo-like animal can be in the ocean,0
a toy chest is not an item,0
a toy chest is not an object,0
a toy chest should not be allowed to be opened,0
a toy chest should not be opened by a child,0
a toy chest filled with toys is not a treasure chest,1
a hippo-like animal can be in a pool,1
a large hippopotamus can be in a pool,1
a large hippopotamus can be in a river,1
a hippopotamus is in the river,0
a hippopotamus is in the lake,0
a toy chest filled with toys is not the same,0
a toy chest filled with toys can not be used as a weapon,1
a toy chest filled with toys can not be picked up,1
a toy chest made from mahogany is not a real chest,0
a toy chest made from mahogany is not found in the game,0
a toy chest made from mahogany can not be opened with a key,0
a toy chest made from mahogany can not be opened by a child,0
a toy chest made from plastic can not be opened like a real one,0
a toy chest made from plastic can not be used as a weapon,1
a toy chest made from plastic is not considered a toy,0
a toy chest made from plastic is not the same as a real one,0
a broken toy chest can not be put back together,0
a broken toy chest can not be picked up again,0
an empty toy chest is not filled with toys,1
an empty toy chest is not an empty chest,0
a toy chest filled with toys can be seen in the background,0
a toy chest filled with toys can be seen inside,0
a toy chest filled with toys is placed inside,0
a toy chest filled with toys is seen in the background,0
a toy chest can be closed and locked,1
a toy chest can be used to store items,1
a toy chest made from mahogany can be seen in the background,0
a toy chest made from mahogany can be found in the basement,0
an empty toy chest can be seen in the background,0
an empty toy chest can be seen inside,0
a hippo is in a pool,0
a hippo is in a swimming pool,0
a large hippopotamus is in a swimming pool,0
a large hippopotamus is in a pool,0
a hippopotamus with two heads is in a swimming pool,0
a toy chest made from mahogany is placed inside,0
a toy chest made from mahogany is placed on the table,0
a broken toy chest can be found inside,0
a broken toy chest can be found in the room,0
a toy chest made from plastic can be placed inside,0
a hippopotamus with two heads is in a pool,0
a hippo can be in a river,1
a hippo can be in a pond,1
a hippopotamus with a trunk is in a swimming pool,0
a hippopotamus with a trunk is in a pool,0
a toy chest made from plastic can be seen in the background,0
a toy chest is seen in the background,0
a toy chest is placed inside,0
a toy chest for action figures can be seen in the background,0
a toy chest for action figures can be found in the back,0
a toy chest filled with toys can be opened with a key,1
a toy chest filled with toys can be opened like this,0
"a toy chest filled with toys is opened, and the toys are removed",1
a toy chest filled with toys is opened by a child,1
a toy chest made from mahogany can be opened with a key,1
a toy chest made from mahogany can be opened like this,0
a toy chest made from plastic can be opened with a key,0
a toy chest made from plastic can be opened with a screwdriver,0
a toy chest can be opened using a key,1
a toy chest can be opened with a key,1
a hippo-like animal can be in a river,1
a hippopotamus with two heads can be in a river,0
a hippopotamus with two heads can be in a pond,0
a large hippopotamus can be in the water for hours,1
a large hippopotamus can be in a pond,1
a hippo-like animal is in a pool,0
a hippo-like animal is in a pond,0
a hippopotamus with a trunk can be in a river,0
a hippopotamus with a trunk can be in a pond,1
a large hippopotamus is in a pond,0
a toy chest made from mahogany is opened by pulling the handle,0
a toy chest made from mahogany is opened and a toy is placed inside,0
a wooden toy chest can be opened with a key,0
a wooden toy chest can be opened like this,0
a toy chest with wheels can be opened by a child,1
a toy chest with wheels can be opened with a lever,1
an empty toy chest can be opened with the use of a key,1
an empty toy chest can be opened by pressing the button,1
a toy chest for action figures can be opened like this,0
a toy chest for action figures can be opened by a child,1
hoes should not be used to dig trenches,1
hoes should not be used to cut down trees,1
a state-of-the-art hoe should not be used to mow lawns,1
a state-of-the-art hoe should not be used to dig trenches,1
a state-of-the-art hoe is not used to plow snow,1
a state-of-the-art hoe is not used to harvest crops,0
a hoe with a sharp edge should not be used to plow snow,1
a hoe with a sharp edge should not be used to cut grass,1
a hoe used for hoeing hoes should not be used to clear snow or ice,0
a hoe used for hoeing hoes should not be used to cut grass,0
a hoe used for hoeing hoes can not be used to mow lawns,1
a hoe used for hoeing hoes can not be used to remove snow,1
a hoe with a bent handle should not be used to plow snow,1
a hoe with a bent handle should not be used to dig trenches,1
a hoe with a sharp edge is not used to cut wood,1
a hoe with a sharp edge is not used to dig trenches,1
a shovel should not be used to shovel snow,0
a shovel should not be used to dig trenches,0
shovels should not be used to dig trenches,0
shovels should not be used to dig holes,0
a hoe made from wood should not be used to plow snow,1
a hoe made from wood should not be used to cut grass,1
a state-of-the-art hoe can be used to harvest crops,1
a state-of-the-art hoe can be used to cut down trees,0
a state-of-the-art hoe is used to cut down trees,0
a state-of-the-art hoe is used to harvest crops,0
a hoe with a sharp edge can be used to cut down trees,0
a hoe with a sharp edge can be used to cut grass,0
a hoe with a sharp edge is used to cut down trees,0
a hoe with a sharp edge is used to cut grass,0
shovels can be used to dig trenches,1
shovels can be used to dig ditches,1
a hoe used for hoeing hoes can be used to cut grass,0
a hoe used for hoeing hoes can be used to dig ditches,0
a hoe with a bent handle can be used to dig holes,0
a hoe with a bent handle can be used to dig a hole,1
a shovel can be used to dig a well,1
a shovel can be used to dig a ditch,1
pitchforks can be used to cut firewood,0
pitchforks can be used to cut down trees,0
natural selection is not the process by which all species adapt,0
natural selection can not be the process by which all species adapt,0
natural selection can not be the process by which all organisms adapt,0
shovels are used to dig trenches,1
shovels are used to dig ditches,1
hoes can be used to harvest crops,1
hoes can be used to cut grass,1
a state-of-the-art hoe can be used to clear snow from a driveway,0
natural selection of the fittest is not the process by which all organisms adapt,0
natural selection of the fittest can not be the process by which all organisms adapt,0
natural selection of the fittest can not be the process by which evolution occurs,0
a peregrine falcon is not the process of evolution,0
natural selection on disease is not the process by which the environment changes,0
a state-of-the-art hoe can be used to clear a field,1
a state-of-the-art hoe is used to plow a field,0
a state-of-the-art hoe is used to plow snow,0
a hoe with a sharp edge can be used to clear snow from a driveway,0
a hoe with a sharp edge is used to plow a field,1
peregrine falcons are not the process of evolution,0
a natural selection of fire is not the process by which the environment changes,0
a natural selection of strength is not the process of evolution,0
armadillos are not the process of evolution,0
a peregrine falcon should not be the process of evolution,0
a tree is not the process of evolution,0
natural selection of the fittest is the process by which individuals with the best genes survive and reproduce,1
natural selection of the fittest can be the process that leads to the creation of new species,1
natural selection on disease is the process by which diseases are selected against,0
natural selection of fire is the process by which fire evolved in the first place,0
a natural selection of strength is the process by which an organism's strength is increased,1
a peregrine falcon is the process by which evolution occurs,0
a peregrine falcon is the process of evolution,0
a peregrine falcon can be the process of extinction,0
peregrine falcons are the process by which evolution occurs,0
a hoe with a sharp edge is used to clear snow from a driveway,0
a hoe with a bent handle can be used to clear snow from a driveway,0
a shovel can be used to plow a field,0
a shovel can be used to clear snow from a driveway,1
a hoe made from wood can be used to clear a field of snow,0
natural selection on disease can be the process by which diseases are selected for,0
natural selection on disease can be the process by which pathogens evolve resistance to antibiotics,1
a natural selection of strength can be the process by which individuals are selected,0
a natural selection of strength can be the process that leads to the evolution of a species,1
natural selection is the process by which populations of organisms change,1
a hoe made from wood can be used to clear snow from a driveway,0
a hoe with a bent handle is used to clear snow from a driveway,0
a hoe with a bent handle is used to clear a field,1
a hoe made from iron can be used to clear snow from a driveway,0
a hoe made from iron can be used to dig a ditch,0
natural selection can be the process that creates new species,1
a natural selection of the fittest is the process by which the most fit individuals survive and reproduce,1
a natural selection of fire is the process by which humans evolved to use fire,0
a natural selection of fire is the process that led to the evolution of fire,0
a peregrine falcon is the process that led to the evolution of the modern falcon,0
a hoe made from wood is used to plow a field,1
a hoe made from wood is used to plow snow,0
a hoe with a sharp edge can be used to plow a field,1
a hoe made from wood can be used to plow a field,1
a hoe made from wood can be used to plow snow,0
a natural selection of the fittest can be the process that causes a species to evolve,1
a natural selection of strength is the process by which animals become stronger,0
peregrine falcons are the process of evolution in action,0
a natural selection on disease is the process by which pathogens evolve resistance to antibiotics,1
a tree is the process by which trees adapt,0
a peregrine falcon can be the process of evolution in action,0
a grizzly bear is the process of evolution,0
a grizzly bear is the process by which bears adapt,0
a peregrine falcon is the process by which birds adapt to the changing environment,1
a natural selection of the fittest can be the process through which a species adapts to a changing environment,1
a tree is the process by which trees adapt to the changing environment,0
a peregrine falcon can be the process of adapting to the changing environment,0
a grizzly bear is the process by which humans have adapted to living in the Arctic,0
fabric softeners are not the same as fabric softener,0
fabric softeners are not a substance,0
a fabric softener that's non-toxic is not the same as one that is,0
a fabric softener that's non-toxic is not a good choice,0
a fabric softener that's non-toxic should not be used on a fabric,0
a fabric softener that's non-toxic should not be used on fabrics,0
a fabric softener that's biodegradable is not a good idea,0
a fabric softener that's biodegradable is not a chemical at all,0
conventional hypoallergenic fabric softeners are not suitable for all fabrics,1
conventional hypoallergenic fabric softeners are not suitable for all types of fabrics,1
an unopened bottle of fabric softener should not be refrigerated or frozen,1
an unopened bottle of fabric softener should not be stored in a refrigerator,1
a fabric softener that's biodegradable should not be confused with biodegradeable plastic,1
a fabric softener that's biodegradable should not be confused with a compost,1
a conventional hypoallergenic fabric softener is not an ingredient,1
a conventional hypoallergenic fabric softener is not a good choice,0
a conventional hypoallergenic fabric softener should not be used on a fabric,0
a conventional hypoallergenic fabric softener should not be a problem,1
eco-friendly fabric softeners are not chemical based,1
eco-friendly fabric softeners are not made from chemicals,1
an all-natural fabric softener is not the same as a synthetic one,1
an all-natural fabric softener is not an additive,0
a fabric softener that's non-toxic can be added to a fabric,1
a fabric softener that's non-toxic can be added to fabric,1
a fabric softener that's non-toxic is a good thing,1
a fabric softener that's non-toxic is often used,1
a fabric softener that's biodegradable is not biodegradeable,0
a fabric softener that's biodegradable is a good thing,1
a fabric softener that's biodegradable can be used in the fabric,1
a fabric softener that's biodegradable can be applied to fabrics,1
an unopened bottle of fabric softener can be purchased at any grocery store,1
an unopened bottle of fabric softener can be refrigerated,0
conventional hypoallergenic fabric softeners are not biodegradable,1
conventional hypoallergenic fabric softeners are made from animal byproducts,0
eco-friendly fabric softeners can be made from natural ingredients,1
eco-friendly fabric softeners can be made from natural materials,1
an all-natural fabric softener can be very effective,1
an all-natural fabric softener can be made from a few simple ingredients,1
a conventional hypoallergenic fabric softener can be used to treat the fabric,1
a conventional hypoallergenic fabric softener can be used to soften the fabric,1
eco-friendly fabric softeners are made from natural ingredients,1
eco-friendly fabric softeners are made from natural materials,1
fabric softeners can be classified as a food additive,0
fabric softeners can be a food,0
a fabric softener that's non-toxic can be applied to fabrics,1
a fabric softener that's non-toxic can be applied to fabric,1
a fabric softener that's non-toxic is made from a chemical that's toxic,0
a fabric softener that's non-toxic is one that doesn't dissolve in water,0
a fabric softener that's biodegradable can be broken down by bacteria,1
a fabric softener that's biodegradable can be applied to a fabric,1
an all-natural fabric softener can be made from coconut oil,0
an all-natural fabric softener can be made from sugarcane,0
a conventional hypoallergenic fabric softener can be made from sodium lauryl sulfate,0
a conventional hypoallergenic fabric softener can be made by adding a chemical to a fabric,1
a bottle of 100% cotton fabric softener can be made from 100 pounds of cotton,0
a bottle of 100% cotton fabric softener can be made from cotton fibers,0
a fabric softener that's biodegradable is a biodegradeable chemical,1
a fabric softener that's biodegradable is one that doesn't break down,0
a bottle of 100% cotton fabric softener is 100% chemical,0
a bottle of 100% cotton fabric softener is made from cotton fibers,0
a conventional hypoallergenic fabric softener is a synthetic chemical,0
a conventional hypoallergenic fabric softener is a synthetic polymer,0
an eco-friendly fabric softener can be made from corn starch,1
